age,income,gender,time_spent,preferred_platform,interests,demographics,posts_per_week,exercise_hours
34,57764,male,3.5,Twitter,Art,Rural,1,1.5
61,61627,male,1.0,Instagram,Travel,Rural,6,1.5
64,79310,male,0.5,Instagram,Food,Urban,2,1.5
54,58906,female,4.5,TikTok,Travel,Urban,0,4.5
18,19146,male,4.5,Facebook,Travel,Rural,13,4.0
27,42046,male,3.5,TikTok,Fashion,Urban,7,3.5
55,85379,female,3.5,Facebook,Travel,Suburban,7,9.0
49,63076,female,1.5,Facebook,Travel,Urban,2,8.0
45,99292,male,5.0,TikTok,Food,Urban,12,8.0
20,27757,female,1.0,Twitter,Travel,Urban,6,0.0
65,67650,male,3.5,Snapchat,Technology,Suburban,8,9.5
56,86881,female,4.5,Facebook,Art,Urban,7,6.5
56,86413,female,0.5,Twitter,Food,Suburban,2,10.5
17,21012,male,2.0,Snapchat,Art,Suburban,14,9.5
51,57151,female,3.0,Twitter,Sports,Suburban,12,5.0
16,23564,male,3.5,Instagram,Food,Suburban,1,1.0
18,26827,female,5.0,TikTok,Travel,Urban,12,3.5
57,67117,male,3.5,Twitter,Technology,Urban,9,10.5
44,76378,female,5.0,TikTok,Art,Urban,6,4.5
64,82652,female,1.0,Snapchat,Food,Suburban,6,8.0
42,46894,female,2.0,Snapchat,Technology,Suburban,8,3.5
59,53467,male,2.5,Facebook,Art,Urban,4,10.5
47,81010,female,0.5,Instagram,Sports,Urban,3,0.0
52,99257,female,0.5,TikTok,Music,Suburban,7,9.5
64,82641,female,5.0,Facebook,Sports,Urban,13,10.0
28,42289,female,1.5,Facebook,Music,Rural,3,3.0
25,42208,female,5.0,Instagram,Fashion,Urban,3,4.0
62,83596,male,1.5,Facebook,Music,Rural,11,5.5
54,73171,male,4.0,TikTok,Fashion,Urban,13,10.5
42,74905,female,4.5,TikTok,Food,Urban,11,4.0
31,57992,male,0.5,Instagram,Fashion,Urban,1,9.5
29,50829,non-binary,1.0,Facebook,Technology,Urban,12,1.0
31,49914,female,5.0,Snapchat,Fashion,Urban,14,1.5
40,74054,female,1.0,Twitter,Technology,Urban,0,4.5
38,69734,male,2.0,TikTok,Art,Suburban,3,1.5
49,57052,female,1.0,Twitter,Art,Urban,6,10.5
38,43654,female,3.5,Instagram,Music,Suburban,11,4.0
65,53486,female,4.5,Twitter,Music,Urban,8,10.5
35,58743,female,3.5,TikTok,Music,Rural,8,0.0
21,23105,male,3.0,Twitter,Fashion,Suburban,11,2.0
24,23636,female,5.0,Twitter,Music,Urban,9,4.0
65,36441,female,0.5,Facebook,Fashion,Urban,14,2.0
13,20047,male,5.0,Snapchat,Fashion,Urban,0,2.5
13,23227,male,4.5,Snapchat,Travel,Urban,4,9.0
59,82435,female,2.5,Instagram,Travel,Suburban,6,3.5
46,62149,female,2.5,Instagram,Fashion,Suburban,12,4.5
44,74566,non-binary,3.0,Instagram,Art,Rural,6,5.0
60,82368,female,4.5,Instagram,Technology,Suburban,9,6.0
37,61675,male,4.0,Facebook,Food,Rural,5,9.5
52,55495,male,4.0,Instagram,Sports,Rural,10,1.5
57,82668,male,4.0,Twitter,Travel,Rural,9,5.0
65,43673,male,0.5,Facebook,Fashion,Urban,3,5.5
13,29894,male,0.5,Instagram,Sports,Urban,2,2.0
28,41130,male,4.0,TikTok,Travel,Urban,11,4.5
51,72668,male,2.5,Twitter,Food,Suburban,12,3.0
17,22285,female,4.5,Twitter,Technology,Urban,8,10.0
34,31300,male,1.0,Instagram,Fashion,Urban,14,4.0
41,63253,female,4.5,Twitter,Food,Urban,11,4.0
15,24435,female,4.0,Facebook,Art,Urban,12,4.5
24,27168,male,4.5,Snapchat,Travel,Suburban,9,4.5
38,77384,male,2.0,Facebook,Fashion,Urban,3,0.5
28,46393,male,0.5,Twitter,Sports,Suburban,7,1.5
63,50617,male,0.5,Instagram,Art,Suburban,12,3.5
49,88520,female,2.5,Snapchat,Art,Urban,0,6.5
34,39852,male,1.0,Twitter,Music,Suburban,6,8.0
41,71401,male,4.0,Instagram,Technology,Suburban,11,6.0
26,57207,male,5.0,Facebook,Art,Urban,5,10.0
40,46295,non-binary,2.5,Twitter,Travel,Urban,12,8.5
17,19815,female,2.5,TikTok,Technology,Urban,11,8.5
59,75993,female,1.0,Snapchat,Fashion,Suburban,0,6.0
61,74084,male,3.5,Facebook,Music,Suburban,14,3.5
42,79575,female,4.0,Instagram,Food,Urban,3,5.5
58,76451,female,5.0,TikTok,Technology,Urban,11,10.0
64,47227,female,0.5,Twitter,Sports,Urban,14,0.0
17,18273,non-binary,1.0,Twitter,Travel,Rural,13,9.5
24,22000,male,5.0,TikTok,Sports,Urban,4,8.5
28,30145,female,2.0,TikTok,Technology,Rural,10,1.0
38,77778,female,2.5,Twitter,Music,Urban,7,5.5
38,56035,male,1.0,Instagram,Food,Suburban,14,9.0
60,43040,male,0.5,Instagram,Food,Suburban,3,6.0
33,39654,non-binary,4.5,Snapchat,Sports,Suburban,2,4.5
51,76160,male,0.5,Instagram,Fashion,Urban,1,7.0
48,99634,female,2.0,Facebook,Fashion,Suburban,3,9.5
45,67633,non-binary,1.0,Instagram,Music,Urban,10,0.5
42,69344,female,2.0,Facebook,Food,Urban,9,9.0
49,67014,male,4.0,Twitter,Sports,Suburban,13,1.0
35,54996,female,4.0,Twitter,Sports,Rural,12,6.5
22,23853,male,4.5,Instagram,Sports,Suburban,3,3.0
17,26695,female,2.5,Instagram,Technology,Urban,12,3.5
48,52852,male,3.5,TikTok,Music,Suburban,9,5.0
46,66014,female,1.5,Facebook,Fashion,Suburban,4,10.5
64,67042,female,5.0,Snapchat,Fashion,Rural,12,9.5
43,73755,female,2.0,TikTok,Technology,Rural,6,2.5
22,22622,female,5.0,Instagram,Travel,Suburban,8,5.0
31,53711,female,4.5,Twitter,Technology,Urban,1,8.0
44,66122,female,5.0,TikTok,Music,Suburban,4,4.5
13,23841,male,5.0,Facebook,Sports,Suburban,10,8.0
17,24160,female,0.5,Twitter,Technology,Rural,9,10.0
57,67213,male,1.0,Instagram,Sports,Urban,8,0.5
16,16100,female,2.5,Instagram,Music,Urban,11,2.5
28,36652,male,1.5,Snapchat,Art,Urban,13,2.0
36,47421,male,1.0,TikTok,Music,Suburban,12,1.5
28,51400,female,0.5,Snapchat,Food,Rural,2,0.5
14,15769,male,5.0,Facebook,Sports,Urban,0,5.5
61,57727,male,1.5,Facebook,Fashion,Suburban,1,1.0
40,44358,female,0.5,Twitter,Technology,Suburban,13,2.5
44,68482,female,0.5,Facebook,Art,Suburban,5,6.5
39,72117,female,0.5,Twitter,Music,Urban,4,3.5
32,53164,male,4.0,Twitter,Sports,Rural,0,10.0
36,71910,female,1.5,Twitter,Art,Urban,0,10.0
24,27200,male,0.5,Twitter,Travel,Suburban,10,6.5
62,72496,female,3.5,Instagram,Food,Urban,3,1.0
47,94311,female,5.0,Facebook,Travel,Urban,11,7.5
45,79371,female,1.5,Instagram,Music,Rural,14,7.0
45,88467,male,4.0,Twitter,Travel,Urban,3,3.0
63,57625,male,2.0,Twitter,Travel,Urban,14,7.0
55,73893,male,2.0,Snapchat,Food,Suburban,5,6.0
49,60793,male,2.5,Snapchat,Food,Suburban,5,2.5
24,29623,male,3.0,TikTok,Food,Suburban,9,7.0
15,24382,female,3.5,Instagram,Art,Urban,13,8.0
13,21764,male,2.0,Facebook,Food,Urban,5,1.5
45,62323,female,4.0,Instagram,Travel,Urban,0,10.5
52,95799,male,3.0,Snapchat,Fashion,Urban,9,10.5
22,29052,female,0.5,Instagram,Fashion,Rural,8,6.5
55,85408,female,0.5,Snapchat,Food,Urban,10,7.0
56,47843,male,4.5,Twitter,Art,Urban,6,5.5
41,54210,male,5.0,TikTok,Technology,Urban,6,9.0
25,46456,female,3.0,TikTok,Sports,Urban,10,10.5
24,29983,male,5.0,Facebook,Music,Suburban,6,4.5
43,50106,female,4.0,Instagram,Art,Suburban,1,2.5
58,77957,female,3.5,Twitter,Technology,Urban,1,4.0
14,17472,female,3.0,Instagram,Music,Urban,5,0.5
63,89859,male,2.0,Instagram,Technology,Urban,6,1.5
62,46704,female,3.5,Twitter,Technology,Suburban,2,4.0
47,53713,female,4.5,Facebook,Fashion,Suburban,12,7.0
35,45051,female,5.0,Twitter,Sports,Urban,3,6.0
29,40756,male,5.0,Twitter,Technology,Urban,13,9.5
38,42475,female,3.5,Facebook,Food,Suburban,11,3.5
20,18610,female,0.5,Instagram,Music,Rural,2,9.0
41,44255,female,5.0,Instagram,Art,Rural,6,9.0
38,54484,male,4.5,Snapchat,Fashion,Urban,6,7.5
22,26015,female,2.0,Facebook,Music,Urban,3,5.0
38,74503,male,1.5,TikTok,Food,Urban,12,4.5
46,58258,female,2.0,Instagram,Food,Suburban,6,3.5
63,80747,female,2.0,Facebook,Technology,Rural,4,0.0
53,85196,female,5.0,Instagram,Food,Urban,0,4.5
19,27345,female,1.0,Instagram,Sports,Urban,9,8.5
16,22426,male,0.5,Instagram,Food,Urban,3,1.0
65,38533,non-binary,5.0,Twitter,Technology,Urban,6,5.0
62,72581,male,0.5,Twitter,Music,Urban,12,8.5
57,45249,female,4.0,Facebook,Food,Suburban,14,1.0
23,25966,female,1.0,Facebook,Fashion,Urban,1,3.5
41,59201,female,5.0,Snapchat,Art,Urban,1,6.5
48,59686,male,2.5,Twitter,Fashion,Suburban,0,2.5
37,72007,female,2.0,Instagram,Fashion,Urban,1,7.0
33,30661,female,4.0,Snapchat,Music,Urban,9,6.5
48,94843,male,1.0,Instagram,Travel,Urban,13,3.0
22,28753,female,5.0,Snapchat,Art,Rural,7,4.5
49,97556,male,4.5,Instagram,Fashion,Suburban,10,7.0
21,25060,male,3.5,Facebook,Fashion,Urban,7,4.5
36,50526,male,3.5,TikTok,Travel,Suburban,7,10.5
47,53374,male,0.5,Instagram,Music,Urban,14,8.0
61,65592,female,1.0,Snapchat,Art,Suburban,0,9.0
47,78982,male,2.0,Instagram,Fashion,Suburban,0,8.0
60,40207,male,2.0,Twitter,Technology,Rural,11,5.5
48,85433,male,1.5,TikTok,Music,Urban,9,7.0
30,48877,female,3.5,Facebook,Art,Rural,3,5.5
61,63197,female,4.0,Snapchat,Fashion,Rural,5,4.0
51,83400,male,1.0,Twitter,Fashion,Rural,7,2.0
44,43083,male,2.0,Twitter,Travel,Suburban,12,1.5
36,69328,female,1.5,Twitter,Art,Urban,1,5.5
35,60103,male,1.0,TikTok,Technology,Urban,12,7.5
44,79891,female,3.0,Facebook,Music,Urban,2,4.0
49,60754,male,2.0,Instagram,Food,Urban,5,1.0
24,16679,female,3.0,TikTok,Sports,Suburban,9,10.0
61,55901,male,1.0,Snapchat,Technology,Suburban,3,1.0
25,30236,female,2.0,Facebook,Food,Rural,11,8.5
35,47446,male,3.0,Twitter,Technology,Urban,1,8.0
37,77211,non-binary,2.5,Twitter,Art,Urban,6,4.5
47,98231,male,1.5,Instagram,Food,Suburban,3,0.5
53,79301,female,4.0,Instagram,Art,Urban,7,5.0
42,66116,male,3.5,Twitter,Food,Urban,7,1.0
29,52483,male,1.5,Facebook,Technology,Rural,6,0.5
61,81323,female,3.0,Snapchat,Travel,Suburban,9,4.0
32,48752,male,2.0,Snapchat,Technology,Urban,8,9.0
60,72376,female,2.5,Instagram,Art,Rural,3,0.5
37,56669,female,2.5,Instagram,Technology,Suburban,6,9.0
34,30148,female,3.5,Instagram,Food,Suburban,9,0.5
25,43395,male,2.5,Instagram,Sports,Rural,9,7.0
31,50421,female,1.5,Snapchat,Food,Urban,14,10.0
61,66342,male,5.0,Instagram,Fashion,Suburban,11,1.0
48,54895,female,2.5,Twitter,Technology,Urban,0,2.0
24,20280,female,3.5,Instagram,Music,Urban,3,5.0
53,61023,female,2.5,Instagram,Technology,Rural,1,3.0
31,40699,female,2.5,Facebook,Travel,Suburban,8,2.5
24,24715,female,4.5,Facebook,Art,Suburban,4,6.5
21,17785,male,1.5,Facebook,Music,Rural,2,0.0
19,25748,female,3.0,Instagram,Food,Rural,3,8.0
40,56163,male,0.5,TikTok,Travel,Rural,5,8.0
26,50960,female,5.0,Snapchat,Technology,Urban,9,6.5
43,45782,female,2.5,Instagram,Food,Urban,0,4.5
64,62641,female,4.0,Facebook,Food,Urban,6,3.5
31,56177,male,2.5,Facebook,Fashion,Urban,7,3.5
59,58792,female,4.5,Instagram,Fashion,Urban,6,6.5
28,46724,male,3.0,Instagram,Sports,Suburban,6,3.0
65,65585,male,4.0,Instagram,Fashion,Suburban,8,2.5
17,29298,male,5.0,Facebook,Art,Rural,12,1.5
47,97864,male,4.0,Facebook,Music,Suburban,3,0.0
24,17496,male,1.5,Facebook,Food,Suburban,13,7.0
37,78067,female,3.5,Facebook,Fashion,Urban,6,7.0
64,82685,male,3.5,Snapchat,Sports,Urban,8,0.0
33,53958,male,5.0,Facebook,Technology,Urban,14,9.5
48,68073,female,3.0,Instagram,Music,Suburban,4,1.0
65,66035,male,3.5,Twitter,Fashion,Urban,1,2.0
35,77174,female,1.0,TikTok,Food,Suburban,14,2.0
28,54837,female,4.5,TikTok,Technology,Suburban,4,1.5
51,67826,female,5.0,Snapchat,Art,Urban,3,8.0
57,64981,female,5.0,Facebook,Food,Urban,7,10.0
65,40382,female,0.5,Twitter,Technology,Urban,14,9.5
54,54437,female,0.5,Snapchat,Art,Urban,4,6.5
51,55435,male,1.5,Facebook,Art,Suburban,8,3.5
26,54819,female,1.5,Twitter,Music,Suburban,8,0.5
43,76875,male,0.5,TikTok,Food,Suburban,2,3.5
17,15560,female,3.5,Instagram,Fashion,Rural,12,0.0
47,62329,male,2.0,Facebook,Fashion,Suburban,9,1.5
35,65169,female,5.0,Facebook,Sports,Rural,14,9.0
41,61932,male,1.0,Instagram,Technology,Urban,5,2.0
55,74594,female,5.0,Facebook,Sports,Suburban,5,2.0
23,26421,male,2.5,Twitter,Travel,Urban,3,10.0
30,57863,female,3.0,Snapchat,Fashion,Urban,10,9.5
59,85033,female,4.5,Facebook,Technology,Urban,12,9.0
24,28981,male,2.0,TikTok,Music,Suburban,9,5.5
21,22629,female,1.0,Instagram,Sports,Urban,2,9.5
22,23325,female,2.5,Facebook,Music,Urban,0,0.0
56,68495,female,1.5,Snapchat,Music,Rural,11,3.0
29,59619,male,1.0,Snapchat,Music,Rural,6,8.0
50,90461,male,0.5,Twitter,Sports,Suburban,14,0.5
19,23264,male,5.0,TikTok,Travel,Suburban,14,5.0
58,52686,male,1.0,Snapchat,Art,Rural,4,3.0
25,43716,female,3.0,TikTok,Art,Suburban,13,8.0
52,74226,male,4.0,Instagram,Sports,Urban,9,1.0
54,56721,female,1.5,Snapchat,Art,Rural,14,10.5
21,22002,male,4.5,TikTok,Food,Suburban,6,2.5
62,60609,female,4.5,Snapchat,Art,Urban,0,10.5
39,47373,female,1.0,Facebook,Fashion,Urban,7,5.0
14,20907,female,4.0,Twitter,Sports,Urban,2,8.5
17,21097,male,5.0,Twitter,Art,Rural,6,8.5
41,68937,male,2.5,Facebook,Sports,Urban,11,10.5
49,55656,male,2.0,TikTok,Travel,Rural,2,4.5
50,58984,male,5.0,Facebook,Food,Rural,13,2.0
31,59984,male,2.5,Facebook,Sports,Suburban,2,10.0
20,19259,male,2.0,TikTok,Fashion,Suburban,9,10.5
60,48286,male,4.0,Instagram,Art,Urban,8,7.0
57,45901,female,2.0,Facebook,Fashion,Urban,12,10.0
13,24325,male,5.0,Twitter,Art,Urban,1,9.5
34,34917,female,3.0,Twitter,Sports,Suburban,13,1.5
64,48429,male,1.0,Facebook,Music,Urban,3,10.0
29,44716,female,2.5,TikTok,Art,Urban,5,10.0
19,26138,female,3.0,Twitter,Music,Urban,13,0.0
37,75298,female,2.5,Twitter,Food,Rural,2,7.0
57,63429,female,1.0,Twitter,Fashion,Urban,11,8.0
16,16048,male,3.5,Twitter,Music,Rural,9,9.0
48,55772,female,2.0,Instagram,Fashion,Urban,13,6.5
18,17529,male,4.0,Instagram,Art,Suburban,9,9.0
43,75732,male,3.5,Twitter,Art,Urban,6,8.5
31,37137,female,3.5,Snapchat,Food,Suburban,6,0.5
56,57347,female,4.5,Facebook,Art,Suburban,14,2.5
51,66920,male,0.5,Twitter,Food,Urban,4,6.0
39,71822,female,5.0,Snapchat,Music,Suburban,2,8.0
22,28891,female,3.0,Facebook,Art,Suburban,1,2.5
38,63563,male,3.0,Facebook,Sports,Suburban,14,10.0
31,37967,male,3.0,Instagram,Technology,Suburban,14,10.5
51,95183,male,3.0,Twitter,Travel,Urban,3,2.0
15,26871,male,5.0,Facebook,Technology,Suburban,13,3.0
57,68763,male,3.5,Instagram,Technology,Rural,14,0.0
25,41916,male,5.0,Twitter,Fashion,Rural,12,6.0
62,48734,male,3.0,Twitter,Food,Rural,3,9.0
40,73613,female,0.5,Instagram,Fashion,Urban,10,10.5
32,58179,female,1.5,Instagram,Music,Suburban,7,0.0
40,75262,non-binary,1.0,Snapchat,Travel,Suburban,7,6.0
20,27677,male,3.0,TikTok,Music,Urban,12,5.0
53,68268,female,4.0,TikTok,Sports,Rural,4,3.0
51,62330,female,1.5,Twitter,Travel,Suburban,12,9.5
13,19349,female,5.0,Instagram,Fashion,Urban,5,1.0
15,26393,male,4.0,Instagram,Art,Urban,7,0.0
25,35179,female,4.0,Facebook,Art,Rural,14,3.5
40,67286,male,2.5,Facebook,Fashion,Urban,0,8.0
61,46610,male,4.0,Twitter,Music,Urban,4,6.0
37,46430,female,3.0,Instagram,Fashion,Urban,3,6.5
45,89922,female,2.5,Instagram,Fashion,Urban,3,2.0
50,63828,male,4.5,TikTok,Technology,Rural,10,10.5
65,61497,female,3.5,Facebook,Sports,Urban,1,2.5
18,21488,female,4.0,Facebook,Art,Suburban,9,10.5
56,76618,female,0.5,Facebook,Technology,Rural,0,2.5
57,89841,female,1.0,Twitter,Fashion,Suburban,13,10.0
44,66526,male,4.0,Twitter,Food,Urban,14,3.5
57,70158,non-binary,4.5,Instagram,Technology,Suburban,5,6.0
59,65032,female,2.0,Twitter,Fashion,Urban,6,8.5
33,35078,male,5.0,Snapchat,Art,Urban,4,1.5
28,56706,female,5.0,Snapchat,Fashion,Suburban,14,8.0
33,42168,female,4.5,TikTok,Sports,Rural,7,2.0
23,28410,female,2.0,Snapchat,Music,Suburban,8,1.0
49,55448,female,5.0,Twitter,Travel,Rural,10,1.5
48,78861,female,5.0,Facebook,Technology,Suburban,10,2.0
47,78141,female,5.0,Facebook,Technology,Suburban,1,6.5
31,39074,female,4.5,Facebook,Technology,Rural,10,7.0
32,36406,female,3.5,Twitter,Fashion,Urban,12,9.5
30,54975,male,1.0,Snapchat,Sports,Urban,3,8.0
59,63291,female,4.5,Twitter,Fashion,Suburban,10,2.5
53,91568,male,2.0,Facebook,Fashion,Suburban,8,4.5
61,72003,female,4.0,Twitter,Music,Urban,4,10.5
26,44083,female,3.5,TikTok,Food,Urban,2,7.5
27,31638,female,3.5,Twitter,Sports,Urban,5,8.0
43,63312,female,4.0,Snapchat,Technology,Suburban,14,6.5
13,25340,female,0.5,Snapchat,Travel,Rural,2,9.5
65,31382,male,2.5,TikTok,Technology,Rural,13,5.5
15,16403,female,1.0,Snapchat,Fashion,Suburban,4,4.0
28,39011,male,1.0,Snapchat,Sports,Rural,2,7.0
35,43292,male,0.5,Facebook,Art,Urban,5,5.5
23,24011,male,2.5,Facebook,Sports,Urban,11,6.5
24,15419,female,1.0,Twitter,Sports,Urban,9,10.5
22,27411,female,2.0,Facebook,Food,Suburban,4,8.5
44,77285,female,1.5,TikTok,Technology,Urban,13,9.5
28,49686,male,1.5,Instagram,Food,Suburban,8,2.5
20,22857,female,1.0,TikTok,Art,Suburban,2,1.5
50,65422,male,3.0,Instagram,Art,Urban,5,5.5
24,24700,male,1.0,Instagram,Music,Rural,7,6.0
36,72371,female,4.0,TikTok,Travel,Suburban,6,9.0
40,45693,male,4.0,Instagram,Music,Urban,5,10.5
65,63535,male,2.5,Instagram,Fashion,Urban,13,6.0
20,17044,male,5.0,Facebook,Food,Suburban,14,5.5
40,54818,male,3.5,Twitter,Food,Urban,1,9.5
48,81238,male,2.0,Instagram,Music,Urban,14,1.0
38,70874,male,0.5,Twitter,Fashion,Suburban,6,1.0
20,25331,female,1.0,Twitter,Sports,Rural,7,6.5
62,67605,female,5.0,Snapchat,Fashion,Urban,0,8.5
40,74317,female,5.0,Snapchat,Technology,Rural,14,9.0
40,71174,non-binary,2.0,Twitter,Music,Rural,8,4.5
49,59956,male,0.5,Instagram,Fashion,Urban,3,8.0
53,88908,female,4.0,Snapchat,Sports,Suburban,7,7.0
48,60837,non-binary,4.5,Instagram,Fashion,Urban,14,9.0
39,43716,male,2.0,Twitter,Food,Urban,9,4.0
29,59181,female,5.0,Instagram,Travel,Suburban,6,1.5
21,28494,male,1.5,TikTok,Food,Suburban,13,7.0
45,54481,male,1.0,Instagram,Art,Urban,12,9.0
65,54282,male,2.5,Instagram,Travel,Rural,9,7.5
32,36548,female,1.5,Twitter,Art,Suburban,6,3.5
25,48677,female,5.0,Twitter,Fashion,Rural,1,8.0
40,77605,female,3.5,Facebook,Technology,Urban,0,10.0
60,47758,male,3.0,Twitter,Fashion,Rural,3,0.0
41,63177,male,0.5,Snapchat,Sports,Urban,11,3.0
25,54022,male,4.0,TikTok,Fashion,Urban,1,10.0
58,80761,male,1.0,Twitter,Travel,Suburban,7,8.5
47,55542,female,2.5,Instagram,Food,Suburban,9,5.5
18,24092,male,4.5,Facebook,Technology,Suburban,6,7.5
30,57660,female,4.0,TikTok,Art,Urban,7,0.0
63,62740,female,1.0,Snapchat,Fashion,Urban,10,7.0
17,25201,male,4.5,Facebook,Fashion,Suburban,5,3.0
59,64817,female,2.5,Facebook,Food,Urban,0,8.0
37,56052,male,5.0,Snapchat,Technology,Suburban,13,1.0
14,17385,male,3.0,Instagram,Music,Urban,12,5.0
22,29308,male,1.5,Instagram,Art,Rural,12,2.5
42,40671,female,1.5,Facebook,Fashion,Suburban,11,2.5
62,40163,male,5.0,Instagram,Fashion,Suburban,8,7.0
57,81424,female,4.0,Instagram,Music,Rural,5,3.0
17,26234,female,5.0,Snapchat,Art,Suburban,11,5.0
45,54795,male,5.0,Instagram,Travel,Urban,12,8.0
13,25634,female,1.0,Instagram,Travel,Urban,9,8.5
30,34798,female,1.0,Instagram,Sports,Suburban,0,10.5
44,62420,male,2.5,Instagram,Food,Urban,0,10.0
59,69300,male,3.0,Facebook,Technology,Suburban,7,9.0
61,64345,female,1.0,Instagram,Fashion,Urban,5,3.5
23,25749,male,2.5,Snapchat,Art,Urban,7,9.5
33,35827,female,3.5,Facebook,Fashion,Suburban,7,3.5
38,65121,male,5.0,Facebook,Sports,Rural,14,10.0
37,77487,male,5.0,Facebook,Art,Suburban,10,5.0
34,58411,male,4.0,Twitter,Art,Rural,13,10.0
39,73361,male,3.5,TikTok,Fashion,Rural,7,1.0
61,61223,female,4.0,Facebook,Food,Urban,9,6.5
25,37394,male,4.5,TikTok,Sports,Urban,14,4.0
45,64056,female,2.5,Facebook,Food,Suburban,6,0.0
46,78380,female,2.5,Snapchat,Sports,Rural,6,0.0
53,76035,female,5.0,Instagram,Fashion,Suburban,9,5.5
47,80620,female,2.0,Twitter,Sports,Rural,3,5.0
13,18493,male,4.5,Twitter,Travel,Urban,8,10.0
33,57177,male,2.5,Instagram,Art,Urban,11,0.0
60,83404,female,1.0,Snapchat,Technology,Suburban,1,9.5
18,17672,male,5.0,Snapchat,Fashion,Urban,10,5.5
40,70911,female,4.0,Instagram,Music,Urban,8,8.0
29,30016,male,3.5,Facebook,Technology,Urban,9,7.0
17,18191,female,4.0,Facebook,Fashion,Urban,2,0.5
43,73160,female,1.5,Snapchat,Technology,Suburban,13,8.5
17,23616,female,2.0,Twitter,Travel,Rural,12,7.5
50,89040,female,2.5,Instagram,Technology,Rural,14,1.5
15,15571,female,3.0,Twitter,Sports,Suburban,1,3.5
65,33631,female,0.5,TikTok,Technology,Urban,12,0.5
35,46172,female,2.0,Twitter,Fashion,Suburban,3,6.5
49,92080,male,5.0,Snapchat,Music,Urban,4,7.0
65,53561,male,2.5,Snapchat,Music,Urban,1,4.0
49,74817,male,3.5,Instagram,Food,Urban,12,0.5
22,18897,female,2.5,Instagram,Art,Rural,14,8.0
22,27287,male,0.5,Snapchat,Technology,Rural,0,4.5
31,54507,female,3.5,Instagram,Music,Suburban,9,4.0
29,48663,female,4.0,TikTok,Technology,Suburban,10,0.5
33,55364,female,3.5,Facebook,Art,Urban,4,9.0
26,53835,female,2.0,Facebook,Music,Suburban,8,8.0
21,23906,male,4.0,TikTok,Art,Suburban,14,5.0
58,67425,female,2.5,Twitter,Technology,Urban,11,8.0
13,15775,female,5.0,Instagram,Fashion,Urban,11,4.5
63,68602,male,4.5,Snapchat,Technology,Rural,14,8.5
57,63253,male,5.0,Twitter,Art,Suburban,4,2.5
25,48631,female,2.5,Twitter,Fashion,Rural,11,7.5
16,22088,female,0.5,Facebook,Fashion,Rural,10,8.5
13,15078,male,4.5,Snapchat,Food,Rural,9,9.5
61,48080,female,2.5,TikTok,Music,Urban,8,8.5
52,57099,female,3.0,Facebook,Sports,Urban,13,0.0
44,65431,male,2.0,TikTok,Fashion,Urban,12,1.0
46,81186,non-binary,3.0,TikTok,Art,Urban,11,7.0
40,70111,female,4.0,Twitter,Music,Suburban,9,9.5
43,79851,female,1.5,Twitter,Travel,Suburban,5,4.5
20,29784,female,2.5,Instagram,Technology,Suburban,2,10.0
51,72614,male,1.0,Instagram,Art,Urban,3,2.0
38,66724,male,1.0,Snapchat,Travel,Rural,3,7.0
46,91991,male,3.5,TikTok,Art,Urban,0,6.5
15,19940,male,5.0,Twitter,Technology,Urban,2,7.0
62,68758,male,5.0,Twitter,Food,Suburban,2,4.5
24,29378,female,5.0,Facebook,Art,Suburban,12,4.0
13,18456,female,3.0,Facebook,Fashion,Urban,13,5.5
56,47788,female,2.0,Instagram,Sports,Urban,0,3.0
17,26698,female,2.5,Facebook,Fashion,Suburban,12,2.0
42,64034,female,0.5,Twitter,Technology,Urban,8,4.5
42,75479,male,3.5,Instagram,Art,Urban,10,3.5
29,41280,male,4.0,Snapchat,Sports,Suburban,0,10.5
60,58052,female,4.5,Instagram,Fashion,Urban,8,9.5
59,56531,female,4.0,Twitter,Sports,Urban,0,7.5
35,62804,male,2.5,Twitter,Technology,Urban,1,5.5
27,58903,female,1.5,Facebook,Food,Rural,1,4.0
49,94857,male,5.0,Facebook,Food,Rural,13,4.5
33,40142,female,4.5,Instagram,Art,Urban,5,7.5
26,46749,female,3.0,TikTok,Fashion,Urban,6,4.5
14,24866,female,2.5,Facebook,Travel,Urban,10,4.0
23,19531,non-binary,1.5,Snapchat,Technology,Urban,0,1.0
63,85454,female,3.0,TikTok,Fashion,Suburban,2,9.0
51,88098,female,1.5,Snapchat,Fashion,Suburban,1,5.0
50,88278,female,5.0,Facebook,Food,Urban,7,2.5
46,78138,female,3.0,TikTok,Art,Urban,8,2.5
50,77065,female,2.0,Facebook,Sports,Urban,12,7.0
62,69956,male,1.0,Instagram,Technology,Urban,1,7.0
46,91732,male,4.0,TikTok,Sports,Urban,1,6.0
30,36493,female,2.0,Twitter,Music,Suburban,9,10.5
42,50759,male,4.5,Instagram,Music,Suburban,14,2.0
27,35439,male,3.5,Instagram,Technology,Suburban,8,6.5
39,68270,non-binary,1.0,Instagram,Art,Urban,13,10.0
63,53279,female,2.0,Twitter,Travel,Suburban,3,0.5
46,89279,female,2.5,Instagram,Music,Urban,4,5.5
64,84251,male,1.5,TikTok,Food,Urban,12,9.5
50,73888,male,4.5,TikTok,Travel,Suburban,10,6.5
45,67630,male,2.5,TikTok,Fashion,Urban,8,9.0
36,75144,male,1.0,Instagram,Music,Suburban,5,9.5
27,49393,male,1.5,Twitter,Food,Suburban,9,7.0
